Laser Mapping Single Run, Preprocess (Standard), 
0.409895,0.408839,
0.032736,0.031936,
0.032032,0.031488,
0.029025,0.028673,
0.029537,0.028961,
0.033761,0.033153,
0.03056,0.030208,
0.030241,0.029921,
0.390183,0.388423,
0.386215,0.384167,
0.399015,0.397767,
0.035808,0.035232,
2.45928,2.45633,
0.055905,0.052129,
0.567147,0.565707,
0.388935,0.387367,
0.036385,0.035937,
0.035937,0.034913,
0.031456,0.030912,
0.408039,0.406247,
0.03888,0.038336,
0.030272,0.029792,
0.407112,0.405608,
2.89852,2.89305,
1.98013,1.97508,
2.02801,2.02241,
0.050177,0.047809,
0.389032,0.38756,
0.036129,0.035521,
0.03312,0.032704,
0.030368,0.02976,
0.032737,0.032385,
0.361959,0.360519,
0.401192,0.398376,
0.037985,0.037313,
0.029857,0.029473,
2.42187,2.41819,
0.055233,0.050593,
0.427656,0.425416,
0.038241,0.037505,
0.03104,0.03072,
0.029888,0.02944,
0.029473,0.028961,
0.028033,0.027713,
2.89078,2.88786,
2.93279,2.92729,
2.08557,2.08007,
2.00868,2.00417,
0.057089,0.054657,
0.385608,0.383848,
0.383367,0.382247,
0.038081,0.037505,
0.043617,0.041985,
0.031105,0.030785,
0.032736,0.032352,
0.030881,0.030497,
0.358567,0.357383,
0.347015,0.345543,
0.390408,0.388456,
0.038177,0.037409,
0.362407,0.360519,
0.036353,0.035649,
0.034625,0.033345,
0.347398,0.346598,
0.030912,0.030368,
0.028961,0.028609,
0.323782,0.322662,
0.034209,0.032673,
2.39179,2.38753,
2.87487,2.86857,
2.00996,2.00477,
1.95946,1.95565,
2.05265,2.04874,
0.052801,0.049537,
0.384327,0.382439,
0.031105,0.030593,
2.02087,2.01735,
0.047873,0.046081,
0.033121,0.032769,
0.370951,0.369799,
0.329702,0.32807,
0.030017,0.029537,
0.034496,0.032704,
0.029953,0.029601,
0.372199,0.371047,
0.03088,0.030496,
0.030209,0.029761,
0.027617,0.027265,
0.02976,0.029376,
0.332102,0.329606,
0.337927,0.336071,
0.030785,0.030145,
0.027712,0.027328,
0.31799,0.316838,
0.032896,0.032384,
2.40901,2.40469,
0.049376,0.046368,
0.376647,0.374695,
0.031233,0.030401,
0.032705,0.032097,
0.026913,0.026561,
0.026272,0.02592,
0.025761,0.025441,
0.030689,0.030337,
0.027456,0.027136,
0.028384,0.028,
0.025441,0.024897,
2.3939,2.38961,
2.84895,2.84287,
2.82821,2.82188,
2.77461,2.76844,
0.057025,0.052129,
0.384359,0.382535,
0.032128,0.03152,
1.98039,1.97703,
0.42132,0.417864,
1.9873,1.98442,
0.04608,0.043072,
0.364615,0.362887,
0.030433,0.029761,
0.307878,0.306726,
0.029152,0.028736,
0.323686,0.321734,
0.034912,0.033536,
0.326438,0.325702,
0.356391,0.355239,
0.029473,0.028929,
0.028256,0.028,
0.027937,0.027617,
0.342438,0.341062,
0.325831,0.324615,
0.030176,0.029664,
0.027201,0.026785,
0.027873,0.027457,
0.370535,0.369127,
0.34471,0.342854,
0.035168,0.034336,
0.02576,0.025408,
0.030689,0.030177,
0.031456,0.0304,
0.026017,0.025665,
0.026177,0.025761,
0.354918,0.354118,
0.33447,0.33351,
0.330086,0.329414,
0.031936,0.03008,
0.027137,0.026209,
2.63627,2.63307,
2.85967,2.85346,
0.052449,0.048513,
0.029345,0.028385,
0.024705,0.024385,
0.025408,0.02512,
0.031041,0.030753,
0.026081,0.025537,
0.026816,0.026464,
0.024768,0.02448,
0.025825,0.025441,
0.027456,0.027136,
0.36007,0.358982,
2.34391,2.3403,
0.048449,0.044353,
0.474729,0.472713,
2.8262,2.82149,
0.535914,0.53265,
2.81096,2.80802,
0.046401,0.043616,
0.358278,0.35719,
0.034304,0.033632,
0.307205,0.306213,
0.025824,0.02512,
0.279686,0.27911,
0.326406,0.324166,
0.027456,0.026976,
0.024641,0.024353,
0.023392,0.023136,
0.024705,0.024257,
0.322438,0.320646,
0.29687,0.295974,
0.038337,0.036417,
0.028961,0.028321,
0.291141,0.290309,
0.028768,0.02832,
0.324999,0.324135,
0.02768,0.027232,
2.35444,2.35099,
0.044737,0.042785,
0.024705,0.024225,
0.024864,0.024512,
0.027201,0.026817,
0.327878,0.326438,
0.293253,0.292293,
0.027969,0.027425,
0.29591,0.295142,
0.033409,0.031905,
0.030081,0.029505,
2.36408,2.36116,
0.335815,0.332134,
0.030464,0.029568,
0.025888,0.025568,
0.024129,0.023777,
0.027968,0.02768,
0.024544,0.023936,
0.332006,0.330438,
0.361895,0.36055,
0.037792,0.037088,
0.339207,0.337927,
0.025408,0.02496,
0.025056,0.024512,
0.363239,0.361799,
0.029249,0.028609,
0.026881,0.026433,
0.024,0.02352,
0.266917,0.266245,
0.034273,0.032897,
0.028224,0.02784,
0.351718,0.350342,
0.030657,0.030113,
0.367207,0.365191,
0.033825,0.033249,
0.025217,0.024865,
0.023968,0.023616,
2.75474,2.75122,
2.76655,2.76127,
0.052705,0.048673,
1.91882,1.91536,
1.91472,1.91092,
1.86291,1.85901,
0.043489,0.042049,
0.029217,0.028673,
0.023969,0.023393,
0.02672,0.0264,
0.027809,0.027425,
0.320966,0.319398,
0.297158,0.29559,
0.29287,0.291654,
0.031904,0.030752,
0.30359,0.302854,
0.028865,0.028385,
0.296134,0.29495,
0.025344,0.024896,
0.024737,0.024417,
0.355303,0.353095,
0.037472,0.035872,
0.025856,0.025504,
0.026081,0.025761,
0.022592,0.022304,
0.293382,0.29239,
0.254917,0.253957,
2.30987,2.30606,
0.049121,0.046337,
0.027297,0.026785,
0.443496,0.442088,
0.253573,0.252453,
0.028705,0.028225,
0.023328,0.02288,
0.027968,0.02768,
0.023841,0.023553,
0.023424,0.02288,
0.023713,0.023393,
0.275813,0.274661,
0.30807,0.306022,
0.027841,0.027361,
0.310086,0.308838,
0.030785,0.030241,
0.304358,0.303046,
0.313702,0.311878,
0.026209,0.025697,
0.0232,0.02288,
0.020865,0.020545,
0.020992,0.020672,
0.019745,0.019457,
0.020608,0.020256,
2.81106,2.80754,
1.8994,1.89581,
0.048641,0.045409,
0.282437,0.281253,
1.9042,1.9016,
0.039232,0.037728,
0.29255,0.290886,
0.250884,0.248804,
0.028288,0.027872,
0.023873,0.023297,
0.027424,0.027136,
0.244932,0.244004,
0.031168,0.029664,
0.026112,0.025824,
0.256581,0.255813,
0.025792,0.025344,
0.022944,0.022592,
0.024705,0.024385,
0.299237,0.298149,
0.252484,0.251716,
0.028673,0.027553,
0.020832,0.02016,
0.02096,0.020608,
0.019648,0.019328,
2.26977,2.26663,
2.71455,2.71026,
0.411656,0.408648,
2.7021,2.69778,
1.95789,1.95079,
1.83581,1.82999,
1.8602,1.856,
1.84243,1.83703,
1.86205,1.85715,
1.82832,1.82458,
1.85783,1.85338,
0.040897,0.038337,
0.379527,0.378439,
0.348774,0.346662,
0.029793,0.029249,
0.020608,0.020224,
0.030401,0.028481,
0.023137,0.022529,
0.384647,0.382567,
0.029312,0.028224,
0.022913,0.022305,
0.350503,0.349767,
0.027232,0.026112,
0.023392,0.02304,
0.384167,0.383079,
0.025568,0.024992,
0.024417,0.024033,
0.342183,0.341191,
0.028033,0.026817,
0.025856,0.025472,
0.374855,0.374055,
0.025537,0.025184,
0.315942,0.314726,
0.0272,0.02624,
0.025216,0.024896,
0.389832,0.387111,
0.029376,0.028416,
0.022912,0.022464,
0.327911,0.327111,
0.029409,0.028257,
0.023904,0.023296,
2.48126,2.47925,
0.047745,0.044033,
0.357382,0.355398,
0.026849,0.026497,
0.022401,0.022113,
2.36632,2.36356,
0.051137,0.046912,
0.358471,0.356487,
0.026304,0.025728,
2.8686,2.86453,
0.048193,0.043745,
2.86546,2.86009,
2.78255,2.77724,
0.047553,0.043937,
0.354599,0.352839,
0.027521,0.026849,
1.95498,1.95217,
0.337254,0.334214,
0.029153,0.028449,
0.270533,0.269637,
0.023233,0.022817,
0.052961,0.051329,
0.024225,0.023457,
2.35153,2.3482,
2.77234,2.76524,
2.73371,2.72719,
0.045249,0.042529,
0.030049,0.028929,
1.93069,1.92669,
0.040832,0.038656,
1.90064,1.89789,
1.95473,1.94938,
1.88212,1.87715,
0.045569,0.043169,
0.346343,0.344231,
0.031361,0.030497,
0.264709,0.263621,
0.028417,0.027521,
0.266725,0.266053,
0.295653,0.294117,
0.027041,0.026593,
0.261605,0.260357,
0.025729,0.025121,
0.023616,0.023328,
0.266021,0.265253,
0.030977,0.028929,
0.027073,0.026753,
0.308485,0.307717,
0.026048,0.025344,
2.20846,2.20471,
2.77599,2.77093,
2.71237,2.70763,
2.28852,2.28251,
0.052353,0.048384,
2.67579,2.67288,
0.050593,0.047265,
2.71131,2.70827,
0.049633,0.046241,
0.029504,0.02912,
0.025952,0.0256,
0.022817,0.022529,
0.026112,0.025856,
0.030113,0.029793,
0.024545,0.024193,
0.022592,0.02208,
0.445289,0.444009,
0.311366,0.309958,
0.321606,0.319334,
0.317126,0.316038,
0.289862,0.288646,
0.033921,0.033057,
0.346407,0.344967,
0.030144,0.029344,
0.028224,0.027648,
0.305446,0.30439,
0.026433,0.025729,
0.024224,0.02384,
0.029345,0.029057,
0.317126,0.31607,
0.336614,0.334726,
2.84793,2.84376,
0.046497,0.042689,
2.76456,2.76152,
0.043937,0.041569,
0.322726,0.320998,
0.029313,0.028865,
0.02784,0.027328,
0.023712,0.023424,
0.313414,0.31191,
0.027201,0.026721,
0.026273,0.025953,
0.286629,0.284549,
0.040449,0.038657,
2.25012,2.24718,
0.047489,0.044065,
0.412008,0.410952,
0.028704,0.027936,
0.027552,0.026944,
0.027649,0.027393,
0.023648,0.023328,
0.02512,0.024704,
2.75058,2.74661,
2.73637,2.73131,
0.052225,0.048833,
1.87306,1.86967,
0.323334,0.320102,
2.23969,2.23617,
0.327142,0.322342,
2.7356,2.73131,
2.75228,2.74716,
1.95012,1.94356,
0.050785,0.047233,
0.028641,0.028097,
0.025729,0.025153,
0.311046,0.310278,
0.296549,0.295141,
0.245669,0.244453,
0.03824,0.036864,
0.026113,0.025793,
2.28391,2.28036,
0.050913,0.047649,
0.027137,0.025697,
0.286597,0.285605,
0.258533,0.257093,
0.029408,0.029024,
0.022721,0.022337,
2.75055,2.74652,
2.71471,2.70895,
0.0488,0.04576,
0.384391,0.382727,
0.031745,0.030817,
0.024512,0.024192,
0.233956,0.232932,
0.025505,0.025057,
0.02368,0.023328,
0.263621,0.262437,
0.032801,0.031137,
0.02928,0.028736,
2.76399,2.75967,
1.85075,1.84595,
0.044161,0.041537,
0.269605,0.268869,
0.024193,0.023809,
2.23515,2.23131,
0.279909,0.276037,
0.030592,0.029856,
2.78751,2.78296,
0.049953,0.046272,
0.263685,0.262277,
0.026752,0.026432,
2.72629,2.72306,
2.64946,2.64415,
2.70015,2.69445,
0.046241,0.041921,
0.256069,0.255045,
0.024,0.023552,
2.19578,2.19185,
2.67826,2.67368,
2.65311,2.64706,
0.056737,0.052385,
0.290821,0.289477,
0.031776,0.031264,
2.715,2.71154,
2.69583,2.68933,
2.65496,2.64843,
0.042144,0.039584,
0.220549,0.218789,
0.018016,0.017632,
2.14673,2.14321,
0.039649,0.035969,
0.015137,0.014721,
0.01456,0.014272,
0.015136,0.014816,
0.014656,0.014368,
0.013856,0.013568,
0.014657,0.014337,
0.014112,0.013536,
0.2193,0.218564,
0.016768,0.016064,
0.213156,0.212004,
0.022688,0.02208,
0.226948,0.225828,
0.015713,0.015297,
0.189987,0.189475,
0.20282,0.201316,
0.190211,0.189635,
0.259493,0.258309,
0.021793,0.021217,
0.0144,0.01408,
0.015009,0.014657,
0.013856,0.013504,
0.01536,0.014976,
0.014657,0.014049,
0.01504,0.014752,
0.013024,0.012704,
0.01376,0.013408,
0.014176,0.01376,
0.013984,0.013632,
0.013472,0.013184,
2.7285,2.72476,
2.68623,2.68037,
2.64773,2.64165,
0.039841,0.036929,
0.228164,0.2273,
0.025281,0.024673,
2.13658,2.13364,
0.248197,0.245253,
0.022305,0.021793,
0.229924,0.228324,
0.020097,0.019585,
0.241956,0.24074,
0.207556,0.206852,
0.318533,0.316741,
0.323974,0.322822,
0.018048,0.017568,
0.210564,0.209572,
0.015328,0.014976,
0.013728,0.013376,
0.239428,0.238532,
0.022112,0.020992,
0.013856,0.013536,
0.233893,0.232613,
0.01616,0.015744,
0.014496,0.014176,
0.30407,0.302438,
0.018561,0.018113,
2.68744,2.68447,
0.027969,0.026721,
0.262373,0.261125,
0.016768,0.016096,
0.016065,0.015393,
0.26154,0.259396,
0.020096,0.019136,
0.264165,0.263493,
0.024001,0.022337,
0.014688,0.014432,
0.014752,0.0144,
0.260133,0.259365,
0.015777,0.015265,
0.015776,0.015392,
0.236741,0.235845,
0.016384,0.015776,
0.014561,0.014208,
0.013408,0.013024,
2.20983,2.20673,
2.71714,2.71083,
2.70488,2.69835,
0.037281,0.033633,
0.288294,0.286789,
0.017792,0.017088,
1.86963,1.86573,
0.307717,0.304485,
1.85987,1.85655,
0.035233,0.032737,
0.014912,0.014336,
1.84196,1.83834,
1.82343,1.81869,
0.035905,0.033249,
0.015169,0.014401,
0.013632,0.013344,
0.01344,0.01312,
0.296646,0.296038,
0.257317,0.255845,
0.302054,0.300646,
0.025696,0.023872,
0.296358,0.29383,
0.016704,0.01632,
0.014369,0.014049,
0.284293,0.283621,
0.015553,0.015169,
2.21335,2.21028,
0.042689,0.039201,
0.020544,0.020192,
0.40612,0.405256,
0.250853,0.249573,
0.018113,0.017633,
0.014528,0.014208,
0.014336,0.014016,
0.247909,0.247141,
0.021665,0.020097,
0.018304,0.017984,
0.015393,0.015105,
0.01664,0.016352,
0.015265,0.014945,
0.016128,0.015808,
0.015648,0.015328,
0.015329,0.015009,
0.015104,0.014752,
2.8052,2.80121,
0.038465,0.035137,
0.018208,0.01792,
0.016801,0.016481,
0.425192,0.423656,
0.368423,0.366758,
0.02144,0.020864,
0.357735,0.356583,
0.275653,0.273829,
0.277862,0.276262,
0.360775,0.359783,
0.023073,0.021953,
0.020064,0.019744,
0.016929,0.016641,
0.369575,0.367974,
0.021376,0.020736,
0.28023,0.279398,
0.0192,0.018752,
0.017345,0.017057,
0.273797,0.273093,
0.40788,0.405736,
0.021984,0.021568,
0.018848,0.018496,
2.74789,2.74447,
1.85536,1.85239,
0.035648,0.032544,
0.019872,0.019584,
0.017888,0.0176,
0.019136,0.018816,
0.320134,0.31927,
0.306758,0.304742,
0.023649,0.022689,
0.279845,0.278917,
0.029408,0.027904,
0.023713,0.023393,
0.017056,0.016768,
0.304838,0.304102,
0.021952,0.021536,
0.016896,0.016576,
0.295782,0.294854,
0.299653,0.298725,
0.025313,0.023745,
0.019584,0.018976,
2.31553,2.31262,
0.035393,0.033185,
0.41972,0.418472,
0.022657,0.022177,
0.01776,0.01744,
0.018529,0.018017,
0.360487,0.358983,
0.262949,0.262149,
0.029569,0.027553,
0.018752,0.0184,
0.024449,0.024193,
0.315686,0.314502,
0.019745,0.019393,
2.76389,2.75954,
1.9642,1.95972,
1.8624,1.85844,
1.8969,1.89197,
0.036513,0.034369,
0.018209,0.017601,
0.025472,0.025088,
0.016257,0.016001,
0.32935,0.328166,
0.298342,0.296806,
0.274149,0.273125,
0.032353,0.030305,
0.01936,0.019072,
0.017665,0.017441,
0.324454,0.322662,
0.019393,0.019041,
0.022272,0.021664,
0.273317,0.271685,
0.018048,0.017632,
2.2756,2.27179,
2.79391,2.78856,
0.043457,0.039393,
2.76031,2.75458,
0.327206,0.323814,
0.024864,0.023552,
1.90509,1.90221,
1.89104,1.88644,
1.90308,1.89658,
1.87258,1.8682,
0.040897,0.036321,
0.329254,0.327814,
0.020576,0.019968,
0.327942,0.327174,
0.021185,0.020577,
0.019296,0.018944,
0.283781,0.283109,
0.031265,0.029601,
0.01584,0.015552,
0.016448,0.016128,
0.015872,0.015552,
0.019489,0.019201,
0.295653,0.294725,
0.292645,0.291109,
0.022081,0.021377,
0.01728,0.016864,
0.320838,0.32007,
0.023616,0.02224,
0.01648,0.016128,
0.301702,0.300678,
0.020928,0.020512,
0.016929,0.016609,
0.016192,0.015872,
0.310694,0.308806,
0.334694,0.333478,
0.024065,0.022625,
0.019616,0.0192,
0.015008,0.014592,
0.31255,0.311622,
0.017696,0.01728,
2.38088,2.37787,
0.037761,0.033377,
0.020224,0.019904,
0.014945,0.014657,
0.015296,0.014976,
0.014849,0.01424,
0.453032,0.45156,
0.363494,0.362278,
0.01888,0.018432,
0.267013,0.266213,
0.024288,0.023072,
0.365415,0.364423,
0.048001,0.046977,
0.274822,0.27335,
0.019424,0.019072,
0.016065,0.015553,
0.017632,0.017376,
0.377511,0.376615,
0.027328,0.025408,
0.017281,0.016897,
0.381127,0.379271,
0.018241,0.017537,
0.016064,0.015712,
0.276517,0.275109,
0.017344,0.017024,
2.79429,2.79048,
0.034881,0.032385,
0.329094,0.327494,
0.019328,0.018816,
0.019937,0.019265,
2.27147,2.26769,
2.77183,2.76578,
0.039681,0.035809,
0.424424,0.423112,
0.022496,0.021792,
0.365159,0.363751,
0.022176,0.0216,
0.018144,0.017472,
0.346119,0.345127,
0.024673,0.023457,
0.018656,0.018304,
0.370311,0.369287,
0.023457,0.022977,
0.01616,0.015904,
0.274214,0.27319,
0.019872,0.019232,
0.020385,0.020033,
0.275781,0.275045,
0.023457,0.022401,
0.021984,0.021664,
0.017313,0.017025,
0.016576,0.016288,
0.017505,0.017281,
0.400679,0.399239,
0.440296,0.437032,
0.306118,0.304582,
0.027201,0.025377,
0.019552,0.018912,
0.017889,0.017569,
0.016928,0.01664,
0.32279,0.321702,
0.353574,0.352422,
0.0208,0.020224,
0.016032,0.015712,
2.84594,2.84213,
2.76312,2.75762,
1.94919,1.945,
1.89172,1.88768,
1.8954,1.89124,
1.92138,1.917,
0.037089,0.034273,
0.340167,0.338183,
0.020032,0.019424,
2.30376,2.30027,
0.040449,0.037408,
0.377159,0.375463,
0.021344,0.02096,
2.84341,2.83877,
0.039553,0.035777,
2.78335,2.77813,
1.92848,1.92298,
1.90714,1.90263,
0.035393,0.032737,
0.017312,0.016448,
0.337575,0.335975,
0.021184,0.02016,
0.297957,0.296837,
0.017729,0.017345,
0.305254,0.30471,
0.026176,0.02464,
0.016385,0.016097,
0.020192,0.019904,
0.323462,0.322598,
0.018785,0.018145,
0.301382,0.300806,
0.018144,0.017824,
0.335655,0.333351,
0.028288,0.026816,
0.017472,0.016928,
0.018368,0.01808,
0.015649,0.015329,
0.015808,0.015424,
0.017217,0.016929,
0.015936,0.015648,
0.015904,0.015616,
2.2858,2.28312,
2.8412,2.83442,
2.84069,2.8357,
0.040865,0.037217,
0.458057,0.456681,
0.028065,0.027169,
0.276261,0.275109,
0.378311,0.377031,
0.327974,0.326214,
0.020609,0.020161,
0.016672,0.016288,
0.01632,0.016064,
0.016128,0.015584,
0.015328,0.015072,
0.015809,0.015521,
0.397575,0.396487,
0.02016,0.019744,
0.278342,0.277574,
0.022145,0.021025,
0.335814,0.334438,
0.018785,0.018145,
0.332262,0.331174,
0.017952,0.017568,
0.379175,0.377991,
0.022624,0.021504,
2.80799,2.80421,
0.333191,0.329638,
0.020064,0.019552,
0.324806,0.322086,
0.020416,0.02,
0.019168,0.018848,
0.015968,0.015648,
0.327334,0.326118,
0.025793,0.024129,
0.020512,0.020224,
0.313957,0.313221,
0.019104,0.018464,
2.29022,2.2867,
0.035456,0.032448,
0.018016,0.017472,
0.433096,0.431528,
0.275973,0.274661,
0.020672,0.020256,
0.015681,0.015361,
0.017248,0.016672,
0.419272,0.418184,
0.02432,0.02288,
0.017504,0.017216,
0.30855,0.307558,
0.01776,0.017312,
2.80316,2.79989,
1.92058,1.91639,
0.037024,0.034368,
0.337606,0.336262,
0.020993,0.020577,
0.016576,0.016288,
0.016673,0.016321,
0.019808,0.019232,
0.018241,0.017825,
0.017568,0.017312,
0.019009,0.018465,
2.00503,2.00103,
0.033185,0.031489,
0.01888,0.018048,
0.018272,0.017952,
0.017344,0.017088,
0.330822,0.329958,
0.306246,0.30503,
0.312326,0.311494,
0.334726,0.331974,
0.301605,0.300677,
0.022144,0.021792,
2.27201,2.269,
0.038465,0.034721,
0.016352,0.016,
0.017376,0.017056,
0.015584,0.01504,
0.446633,0.445481,
0.273669,0.272101,
0.020769,0.020385,
0.313958,0.31303,
0.026817,0.025505,
2.81096,2.80668,
0.034817,0.032641,
0.313638,0.31223,
0.019777,0.019329,
0.0168,0.01648,
0.016993,0.016673,
0.01664,0.016352,
0.01664,0.01632,
0.014944,0.014688,
0.295974,0.294214,
0.017152,0.01648,
0.292326,0.291462,
0.307942,0.306214,
0.017952,0.017664,
0.289158,0.288134,
0.286021,0.285189,
0.021728,0.020384,
0.015873,0.015585,
0.015168,0.014848,
0.016193,0.015873,
0.295429,0.294501,
0.016897,0.016417,
0.01648,0.016192,
0.014912,0.014624,
0.015041,0.014721,
0.014816,0.014496,
0.266629,0.265605,
0.016193,0.015841,
0.29863,0.297958,
0.300614,0.299398,
0.0176,0.01712,
0.015456,0.015136,
2.26097,2.25771,
2.75122,2.74594,
1.97492,1.96957,
1.888,1.88356,
0.0344,0.031584,
0.307973,0.306565,
0.019136,0.018496,
0.316262,0.31447,
0.272549,0.271525,
0.027264,0.026208,
0.015873,0.015617,
0.016416,0.016096,
0.015648,0.015296,
0.018112,0.017856,
0.017984,0.017696,
0.016065,0.015713,
2.33009,2.32631,
0.334982,0.331334,
0.020321,0.019617,
0.383943,0.382599,
0.381991,0.380615,
0.030049,0.027937,
0.304966,0.303942,
0.020001,0.019552,
2.78616,2.78242,
0.036161,0.032737,
0.458632,0.457224,
0.020896,0.020352,
0.019616,0.01936,
0.015552,0.015232,
0.018816,0.018496,
0.015329,0.015041,
0.016832,0.016544,
0.271909,0.270757,
0.018112,0.017536,
0.309062,0.308134,
0.340742,0.33927,
2.77365,2.76991,
0.038561,0.034465,
0.018081,0.017793,
0.43508,0.433928,
0.358791,0.357543,
0.01744,0.016832,
0.015776,0.015456,
0.0168,0.016544,
0.0168,0.01648,
0.015009,0.014752,
0.016224,0.015936,
0.014625,0.014305,
0.277637,0.276997,
0.381223,0.379335,
0.022977,0.022177,
0.265061,0.264293,
0.018721,0.018177,
2.76053,2.75592,
1.9602,1.95546,
0.033505,0.031009,
0.312294,0.311014,
0.016768,0.016384,
0.318662,0.31703,
0.021249,0.020865,
0.017568,0.017216,
0.266181,0.265349,
0.026336,0.024384,
0.017377,0.016993,
0.32647,0.324614,
0.022081,0.021185,
0.016736,0.01648,
0.284037,0.283045,
0.017952,0.017472,
0.01888,0.01856,
0.015905,0.015617,
0.01536,0.014944,
0.289318,0.288358,
2.27931,2.27566,
2.75727,2.7525,
0.034464,0.032096,
0.317638,0.31559,
0.017056,0.016704,
0.310406,0.309446,
0.018976,0.018464,
0.0152,0.014912,
0.016672,0.015808,
0.017057,0.016513,
0.015552,0.015296,
0.017505,0.017217,
0.264549,0.263813,
0.027745,0.025089,
0.30439,0.302918,
0.291109,0.289925,
2.28404,2.2802,
0.035841,0.032737,
0.017952,0.01744,
0.016289,0.016033,
0.01488,0.01456,
0.318214,0.317478,
0.309605,0.307621,
0.018336,0.018016,
0.286725,0.285925,
0.022881,0.022017,
0.016864,0.016576,
0.356647,0.354759,
0.020833,0.020385,
0.017216,0.016768,
0.015841,0.01552,
0.270341,0.269413,
0.314342,0.313286,
0.02208,0.020832,
0.016097,0.015521,
2.85116,2.84546,
0.034433,0.032193,
0.01568,0.015296,
0.431592,0.430312,
0.288741,0.287429,
0.018401,0.017761,
0.016256,0.015936,
0.015328,0.014976,
0.30711,0.306149,
0.022145,0.020929,
0.01616,0.01584,
2.7325,2.72828,
0.031841,0.028993,
0.017504,0.017184,
0.303685,0.302149,
0.314693,0.312965,
0.019488,0.018976,
0.015456,0.015136,
0.271493,0.270821,
0.024449,0.022721,
0.01584,0.01552,
0.017025,0.016737,
0.292293,0.291429,
0.280902,0.279878,
0.018912,0.018496,
0.014753,0.014433,
0.014656,0.014368,
0.01536,0.01504,
0.017505,0.017281,
0.283653,0.282853,
0.027712,0.025536,
0.297254,0.296166,
0.017888,0.017376,
0.015521,0.015201,
0.016544,0.016224,
0.283365,0.281925,
0.274245,0.273477,
0.021536,0.020544,
0.019072,0.018752,
0.272581,0.271685,
0.016736,0.016352,
0.015328,0.014912,
0.259461,0.258405,
0.017792,0.017472,
0.024993,0.024609,
0.271365,0.270565,
0.025153,0.023521,
0.016,0.01568,
0.269413,0.268581,
0.017697,0.017345,
0.01552,0.015232,
2.22865,2.22574,
1.91444,1.91028,
1.86394,1.85978,
0.038401,0.034785,
0.311045,0.308741,
1.91482,1.91162,
0.347558,0.343782,
0.023777,0.023008,
0.015712,0.015392,
0.017473,0.017185,
0.0168,0.016448,
0.016033,0.015745,
0.015648,0.01536,
0.016512,0.01616,
0.289349,0.288421,
0.264645,0.264005,
0.023872,0.022496,
0.274117,0.273445,
0.018976,0.018336,
0.30999,0.308806,
0.018305,0.017825,
0.01696,0.016672,
0.262661,0.261957,
0.02208,0.020416,
0.017568,0.01664,
2.2996,2.29627,
2.77192,2.76616,
0.038113,0.033857,
2.74635,2.74264,
1.94592,1.94167,
1.90192,1.89735,
0.035777,0.033409,
0.318918,0.31719,
0.017536,0.017152,
1.84807,1.84567,
0.326182,0.32279,
0.018625,0.018177,
2.22443,2.22158,
0.040737,0.036256,
0.319366,0.318182,
0.018656,0.018048,
0.017601,0.017249,
0.380615,0.379559,
0.020161,0.019713,
0.016288,0.015936,
0.016704,0.016416,
2.76805,2.76482,
0.036929,0.034465,
0.420008,0.418728,
0.341575,0.340455,
0.262437,0.261381,
0.31463,0.313254,
0.02112,0.02032,
2.71077,2.70796,
0.451465,0.448041,
0.021856,0.021344,
0.359719,0.358375,
0.020321,0.019809,
0.017216,0.016896,
0.017121,0.016801,
0.01696,0.01664,
0.016416,0.016128,
0.015552,0.015168,
0.015744,0.015424,
0.268389,0.267429,
0.0256,0.023456,
0.01632,0.015936,
0.376551,0.375303,
0.019745,0.019265,
0.014944,0.014592,
0.267045,0.266405,
0.015905,0.015521,
0.016224,0.015936,
2.77013,2.76594,
1.91533,1.91053,
0.032193,0.029536,
0.319814,0.318662,
0.017121,0.016705,
0.274117,0.272709,
0.017056,0.016288,
0.018272,0.017984,
0.313734,0.313126,
0.029441,0.027137,
0.018528,0.018272,
0.286118,0.285286,
0.017472,0.016992,
0.016,0.015648,
0.267525,0.266501,
0.016416,0.015936,
0.017665,0.017408,
0.015456,0.015136,
0.273349,0.272645,
0.32311,0.320934,
0.019008,0.018528,
0.016576,0.016224,
0.015457,0.015137,
0.270021,0.269317,
0.016224,0.01584,
2.31441,2.31169,
2.79656,2.79084,
0.038849,0.035585,
0.484201,0.482057,
0.019552,0.018944,
0.018944,0.018624,
0.015584,0.015232,
0.014816,0.014496,
2.74543,2.74165,
2.74639,2.74092,
0.035105,0.032193,
0.016321,0.015969,
0.015776,0.015488,
0.015008,0.01472,
0.018593,0.018273,
0.015232,0.014944,
0.31399,0.312678,
0.022113,0.021633,
0.293605,0.292709,
0.287173,0.286437,
0.310662,0.308166,
0.282822,0.281926,
2.31623,2.31271,
2.77986,2.77317,
2.74028,2.734,
0.035584,0.032448,
1.95473,1.95082,
0.031649,0.029345,
0.015968,0.015584,
0.321318,0.320262,
0.267333,0.266405,
0.01744,0.017088,
0.286534,0.285637,
0.027072,0.025568,
0.016577,0.016193,
0.020033,0.018401,
0.015072,0.01472,
0.301798,0.300838,
0.296774,0.295782,
0.018304,0.017344,
0.016385,0.016097,
0.017728,0.017408,
0.017088,0.016704,
0.284645,0.283909,
0.311782,0.310278,
0.019169,0.018529,
0.016352,0.015936,
2.29076,2.28699,
2.80626,2.80095,
2.75026,2.74418,
0.035584,0.03312,
0.317094,0.315046,
0.020512,0.019712,
