Laser Mapping Single Run, Preprocess (Standard), 
0.028672,0.0256,
0.23562,0.23434,
0.012065,0.011617,
0.008672,0.008352,
0.13613,0.13549,
0.009824,0.009568,
0.008577,0.008257,
0.2017,0.200516,
0.011553,0.011265,
0.008544,0.008224,
0.140579,0.139875,
0.010176,0.009824,
0.008449,0.008193,
0.193892,0.19322,
0.017729,0.016001,
0.00896,0.008608,
0.146754,0.145634,
0.008993,0.008673,
2.70488,2.70101,
2.63861,2.6332,
1.70819,1.70355,
0.027777,0.024289,
0.163107,0.160995,
0.011808,0.011168,
2.10353,2.10017,
2.63711,2.63096,
2.67647,2.67042,
0.033057,0.028513,
0.169763,0.168707,
0.011136,0.01072,
2.65855,2.65464,
0.027488,0.024576,
0.167587,0.166659,
0.011041,0.010625,
0.009664,0.009344,
0.149666,0.148898,
0.010304,0.009888,
0.009664,0.009376,
0.148675,0.147971,
0.0104,0.009824,
0.008768,0.008384,
0.199588,0.198372,
0.01312,0.012704,
0.009248,0.008928,
0.182339,0.180483,
0.017985,0.016289,
2.70411,2.70031,
2.64133,2.63662,
1.70867,1.70333,
0.049441,0.046592,
0.164035,0.163139,
0.01088,0.010336,
1.69494,1.692,
0.026561,0.024033,
0.171428,0.170212,
0.01024,0.009856,
0.009344,0.008992,
0.146883,0.146179,
0.00912,0.008768,
0.008992,0.008704,
0.145251,0.144003,
0.008992,0.00864,
0.008448,0.00816,
0.175683,0.174979,
0.008864,0.008576,
2.12734,2.12318,
2.68466,2.67986,
0.033633,0.029857,
0.181124,0.179332,
0.012032,0.011744,
0.008993,0.008705,
0.178308,0.177028,
0.010016,0.009664,
0.009472,0.009152,
0.156259,0.155715,
0.01056,0.010304,
0.008929,0.008545,
0.159747,0.158979,
0.009152,0.008704,
2.69765,2.69355,
0.029025,0.025249,
0.243172,0.24186,
0.013857,0.013505,
0.009664,0.009312,
0.206596,0.205796,
0.011392,0.010784,
0.008992,0.008736,
0.154755,0.153987,
0.009504,0.009152,
0.009376,0.009088,
0.189284,0.18842,
0.009632,0.009152,
0.009024,0.008704,
0.190244,0.188996,
0.020833,0.019296,
0.010656,0.010368,
0.217124,0.215812,
0.011968,0.011232,
0.009056,0.008832,
0.166755,0.165891,
0.010432,0.010112,
0.00912,0.008736,
0.178948,0.178084,
0.009792,0.00944,
2.32766,2.32404,
0.028609,0.025089,
0.286053,0.284645,
0.013088,0.012544,
0.009761,0.009473,
0.21562,0.214564,
0.009472,0.009088,
0.009472,0.008928,
0.218052,0.216548,
0.00944,0.009152,
0.00896,0.008608,
0.164867,0.164003,
0.009857,0.009473,
0.009248,0.008992,
0.215332,0.214436,
0.014656,0.013312,
0.009985,0.009729,
0.244645,0.243013,
0.012,0.011552,
0.009217,0.008929,
0.160195,0.159587,
0.009601,0.009185,
0.039072,0.0376,
0.164611,0.163491,
0.010529,0.010209,
0.009344,0.008928,
0.2185,0.217572,
0.013088,0.012256,
2.76818,2.76456,
1.76387,1.75981,
0.023328,0.02096,
0.194884,0.193732,
0.013088,0.012672,
0.010176,0.009856,
0.168419,0.167523,
0.010593,0.010049,
0.009952,0.0096,
0.190819,0.188739,
0.013537,0.012737,
0.009888,0.009376,
0.163811,0.162659,
0.0168,0.01536,
0.01136,0.011104,
0.196676,0.195748,
0.01104,0.010464,
0.010177,0.009824,
0.170724,0.169828,
0.0112,0.010496,
2.15242,2.14929,
2.72076,2.71605,
0.033057,0.029569,
0.20282,0.200996,
0.013952,0.013472,
0.010624,0.010304,
0.255205,0.254117,
0.012257,0.011521,
2.72053,2.7172,
2.64466,2.63858,
0.030209,0.026753,
0.310406,0.308966,
0.013408,0.012896,
0.01008,0.00976,
0.186851,0.185955,
0.012641,0.011969,
0.009152,0.008864,
0.236324,0.235172,
0.011296,0.01088,
0.010976,0.01072,
0.188131,0.187395,
0.016704,0.01536,
2.77999,2.77557,
1.84301,1.83712,
0.0256,0.023104,
0.229285,0.227813,
0.012,0.011424,
0.009952,0.009632,
0.198628,0.197668,
0.01264,0.01216,
0.010432,0.010112,
0.192451,0.191363,
0.010625,0.010241,
0.009792,0.009472,
0.244452,0.243684,
0.021984,0.019712,
0.01024,0.00992,
0.233093,0.231781,
0.011936,0.011488,
0.009792,0.009472,
0.221924,0.221316,
0.012032,0.011584,
0.010304,0.009984,
0.21866,0.217732,
0.012161,0.011585,
2.20897,2.20602,
2.70815,2.70213,
0.03456,0.030368,
0.375592,0.373863,
0.015968,0.015328,
0.235749,0.234629,
0.013984,0.013568,
0.01056,0.010272,
0.011041,0.010657,
0.231556,0.230308,
0.017056,0.016,
0.010528,0.01024,
0.329766,0.328486,
0.011808,0.011232,
0.011104,0.010816,
0.31767,0.316646,
0.01344,0.013056,
0.011424,0.011136,
0.240197,0.239301,
0.017312,0.015904,
2.76156,2.75807,
2.68815,2.68216,
1.90487,1.90004,
0.029249,0.026049,
0.012416,0.012096,
0.012961,0.012609,
0.288133,0.286565,
0.014049,0.013345,
0.243492,0.242564,
0.013185,0.012865,
0.24234,0.241092,
0.023841,0.021537,
2.24791,2.24494,
0.029345,0.026016,
0.293414,0.291238,
0.015264,0.014592,
0.010592,0.010304,
0.219428,0.21818,
0.01104,0.010496,
0.011072,0.010784,
0.208996,0.207972,
0.010945,0.010593,
0.017857,0.016481,
0.217284,0.215588,
0.013568,0.012896,
0.010272,0.009888,
0.231237,0.229669,
0.011776,0.011232,
2.56306,2.55909,
0.028832,0.026368,
0.232517,0.230757,
0.014176,0.013728,
0.010113,0.009793,
0.231012,0.230148,
0.013312,0.012576,
0.010145,0.009729,
0.19066,0.189412,
0.013408,0.01296,
0.010401,0.009921,
0.205955,0.205251,
0.019329,0.017505,
0.010208,0.009888,
0.242148,0.24074,
0.012704,0.01216,
0.010336,0.010016,
0.200324,0.1993,
0.011808,0.011136,
2.24359,2.24014,
2.80674,2.80124,
2.75928,2.75196,
2.72178,2.71477,
0.034433,0.030689,
0.31335,0.311974,
0.015136,0.01392,
0.011264,0.010688,
0.214084,0.212708,
0.01488,0.014336,
0.0104,0.010016,
0.22074,0.219588,
0.01296,0.012544,
0.011072,0.010752,
0.244773,0.243365,
0.022976,0.021152,
0.012384,0.01184,
0.249669,0.248037,
0.014368,0.013856,
2.78226,2.77775,
0.034881,0.031361,
0.328806,0.327526,
0.017281,0.016641,
0.011744,0.011424,
0.259237,0.257797,
0.01296,0.01248,
0.01168,0.01136,
0.267494,0.266276,
0.014048,0.013472,
0.01152,0.0112,
0.2137,0.212836,
0.018848,0.01776,
2.72511,2.72117,
2.66469,2.65999,
0.036512,0.033728,
0.245188,0.243204,
0.015329,0.014817,
0.012128,0.011744,
0.207076,0.205828,
0.014208,0.0136,
0.015585,0.015265,
0.213476,0.212132,
0.014848,0.014496,
0.242821,0.241893,
0.022017,0.019969,
0.014016,0.013664,
0.013088,0.0128,
0.244197,0.243077,
2.25883,2.2554,
2.77311,2.76664,
0.03648,0.033472,
0.338439,0.336711,
0.018688,0.0176,
0.013537,0.013249,
0.015552,0.015232,
0.361639,0.359879,
0.021889,0.021217,
0.015008,0.0144,
0.219076,0.218052,
0.026497,0.024897,
0.015072,0.01472,
0.014784,0.014496,
0.016224,0.015872,
0.01488,0.01424,
0.345191,0.343559,
0.227428,0.22618,
2.80319,2.80028,
0.040768,0.036928,
0.401672,0.39988,
0.023969,0.023361,
0.017792,0.017472,
0.357223,0.355207,
0.020321,0.019873,
0.020064,0.01968,
2.72107,2.71765,
1.83187,1.8281,
0.035553,0.033057,
0.300102,0.298982,
0.244293,0.242725,
0.022464,0.021696,
0.017441,0.016993,
0.02032,0.02,
0.233125,0.232357,
0.028,0.026144,
0.019425,0.019009,
0.240964,0.240164,
0.018753,0.018337,
0.017664,0.017024,
0.231077,0.230213,
0.01856,0.018208,
0.017857,0.017537,
0.265445,0.264677,
0.022113,0.020961,
0.019424,0.019104,
0.236612,0.235844,
0.020129,0.019553,
0.225444,0.224676,
0.020289,0.019873,
0.262404,0.2617,
0.022304,0.021088,
0.018145,0.017857,
0.017632,0.017312,
0.020801,0.020417,
0.234564,0.233604,
0.019712,0.019296,
0.020192,0.01984,
0.223652,0.222916,
0.020353,0.019905,
0.019616,0.019296,
0.30567,0.302982,
0.030369,0.028897,
2.2715,2.26772,
1.97409,1.96913,
0.038049,0.035777,
0.265285,0.263813,
0.025664,0.02512,
0.230916,0.229828,
0.020832,0.02032,
0.241349,0.240613,
0.026849,0.025537,
0.270149,0.268421,
0.023008,0.022336,
0.018657,0.018369,
0.018464,0.018144,
0.0176,0.017344,
2.27745,2.27431,
0.040993,0.037792,
0.277445,0.275877,
0.020353,0.019617,
0.020064,0.019712,
0.231844,0.230724,
0.021088,0.020672,
2.8205,2.81666,
0.388552,0.38468,
0.026401,0.025825,
0.02,0.01936,
0.022977,0.022625,
0.225988,0.22506,
0.020897,0.020481,
0.020576,0.020224,
0.220612,0.219748,
0.027585,0.02576,
2.76549,2.76159,
0.042945,0.038721,
0.259813,0.258181,
0.022305,0.021153,
0.02272,0.022432,
0.237509,0.236389,
0.01952,0.01904,
2.21156,2.2083,
0.041217,0.037377,
0.257572,0.25658,
0.020096,0.01968,
0.018593,0.018208,
0.225636,0.224964,
0.018592,0.018272,
0.250661,0.249541,
0.031361,0.029857,
0.020192,0.019904,
0.020193,0.019873,
0.234948,0.234212,
0.021025,0.020481,
2.77852,2.7742,
2.71141,2.70469,
2.70479,2.69954,
0.043361,0.040193,
0.254917,0.253733,
0.022433,0.021569,
1.88179,1.87875,
1.79178,1.78685,
1.87533,1.87104,
1.83434,1.83072,
1.90852,1.90314,
0.03808,0.03552,
0.245669,0.244261,
0.021857,0.021153,
0.018624,0.018272,
0.237797,0.237061,
0.019232,0.018784,
0.018433,0.017985,
0.209284,0.20858,
0.030241,0.028161,
0.046081,0.045089,
0.235844,0.234212,
0.02224,0.021856,
0.21322,0.212132,
0.020128,0.019744,
0.019168,0.018912,
2.19364,2.19137,
0.038049,0.034529,
0.239428,0.238628,
0.019937,0.019521,
0.018048,0.017728,
0.214404,0.213764,
0.021089,0.020673,
0.016544,0.016224,
0.211524,0.210724,
0.017568,0.017152,
0.016032,0.015616,
0.271365,0.268997,
0.020833,0.019873,
2.76303,2.75858,
0.038881,0.035329,
0.33367,0.332326,
0.020512,0.019872,
0.017728,0.017472,
0.253413,0.251941,
0.019265,0.018561,
0.016128,0.015776,
0.219684,0.21882,
0.016961,0.016545,
2.71749,2.71458,
0.040225,0.036481,
0.311334,0.309734,
0.01904,0.018528,
0.016385,0.015809,
0.196867,0.195875,
0.016993,0.016641,
0.015456,0.01504,
0.189796,0.189124,
0.01568,0.015328,
0.014976,0.014624,
0.197092,0.196324,
0.023552,0.02192,
0.015456,0.014848,
0.198403,0.197443,
0.018017,0.017568,
2.70472,2.70111,
1.87012,1.86653,
0.034465,0.032161,
0.190211,0.189379,
0.017024,0.01632,
0.015424,0.015136,
0.159811,0.158979,
0.015041,0.014689,
0.015232,0.01488,
0.188803,0.188003,
0.015905,0.015521,
0.0152,0.014848,
0.159331,0.158563,
0.023232,0.021696,
2.24913,2.24523,
2.69445,2.68901,
2.63797,2.63362,
0.037281,0.033825,
0.187108,0.185892,
0.016416,0.015808,
0.015553,0.015201,
0.216228,0.214948,
0.018016,0.017504,
2.67112,2.66754,
2.67016,2.66485,
0.03584,0.032384,
0.180292,0.179364,
0.015552,0.015104,
0.015393,0.014849,
0.155683,0.155203,
0.016128,0.015424,
2.1946,2.19095,
2.6828,2.67848,
0.036449,0.033568,
0.177891,0.177219,
0.016416,0.015776,
0.016256,0.015712,
0.212484,0.211172,
0.018081,0.017697,
0.01648,0.01616,
0.159523,0.158723,
0.015585,0.015169,
0.015904,0.015616,
0.163651,0.162979,
0.027457,0.025409,
0.015968,0.01536,
0.194596,0.19386,
0.018208,0.017792,
0.015713,0.015393,
0.162083,0.161443,
0.01584,0.01552,
2.75215,2.74735,
2.65317,2.64895,
2.61918,2.61426,
1.8016,1.79664,
0.034016,0.032032,
0.181252,0.180388,
0.017536,0.01712,
0.014849,0.014561,
0.188836,0.188132,
0.016768,0.015936,
0.018465,0.018081,
0.162467,0.161603,
0.017632,0.01728,
0.015201,0.014817,
0.175588,0.174916,
0.024576,0.022592,
0.016129,0.015809,
0.182468,0.181412,
0.045281,0.022305,
0.016128,0.01552,
0.173123,0.172611,
0.015712,0.01536,
0.015872,0.015392,
0.152835,0.152035,
0.015616,0.015264,
2.1353,2.13281,
2.66859,2.6637,
2.66143,2.65576,
0.042113,0.038017,
0.269285,0.267653,
0.020992,0.020256,
2.66987,2.66581,
0.038304,0.035168,
0.258373,0.257573,
0.018145,0.017665,
0.016832,0.016512,
0.161987,0.160867,
0.019648,0.019232,
0.181924,0.18058,
0.01696,0.01648,
0.015777,0.015425,
0.016672,0.016128,
0.231332,0.230436,
0.025312,0.024032,
2.68578,2.68239,
1.74118,1.7375,
0.032416,0.030016,
0.178787,0.177955,
0.018241,0.017825,
0.018976,0.018624,
0.168419,0.167747,
0.017377,0.017025,
0.01632,0.015904,
0.182755,0.181987,
0.016737,0.016385,
0.018464,0.018144,
0.204868,0.201892,
0.028801,0.026721,
0.017377,0.016929,
0.166339,0.165667,
0.017473,0.017025,
0.016736,0.016416,
0.146978,0.14637,
0.016256,0.015904,
0.016096,0.01568,
0.180131,0.179299,
0.017248,0.016768,
0.017568,0.017248,
0.150403,0.149795,
0.02384,0.022592,
0.016641,0.016321,
0.17386,0.172964,
0.017248,0.016736,
2.19367,2.19057,
2.6676,2.66139,
0.038209,0.035329,
0.179076,0.178404,
0.018176,0.017312,
0.016993,0.016737,
0.210691,0.209155,
0.018048,0.017344,
0.017505,0.016801,
0.142755,0.141827,
0.0168,0.01632,
0.016128,0.015808,
0.143074,0.14237,
0.016449,0.016065,
2.65963,2.65541,
0.03504,0.032256,
0.179811,0.177987,
0.021792,0.021312,
0.017376,0.017056,
0.141827,0.141155,
0.016032,0.01568,
0.016033,0.015681,
0.142019,0.140867,
0.015873,0.015521,
0.016512,0.015872,
0.140034,0.139234,
0.016736,0.016032,
0.015296,0.015008,
0.168835,0.168259,
0.023776,0.022432,
2.1395,2.13684,
0.038721,0.033856,
0.168835,0.167747,
0.016705,0.016097,
0.019456,0.019168,
0.143331,0.142787,
0.016288,0.015936,
2.69919,2.69583,
0.039873,0.036289,
0.178179,0.176835,
0.020929,0.020353,
0.018944,0.018592,
0.148643,0.148099,
0.018848,0.018464,
0.018529,0.018177,
0.145731,0.144739,
0.018177,0.017889,
2.61842,2.61503,
2.65423,2.64799,
2.66459,2.65992,
0.036736,0.034208,
0.176836,0.175299,
0.01872,0.0184,
1.77306,1.77066,
1.69552,1.69065,
1.72954,1.72493,
0.036897,0.034561,
0.173988,0.1721,
0.021312,0.020864,
1.70323,1.70096,
0.038112,0.034976,
0.164355,0.163555,
0.01712,0.016768,
0.01552,0.015168,
0.168643,0.168003,
0.015937,0.015617,
0.01568,0.01504,
0.145283,0.144675,
0.015872,0.015488,
0.014816,0.014528,
0.150691,0.150211,
0.015232,0.01488,
0.014816,0.01424,
0.147267,0.146755,
0.022336,0.020704,
0.01424,0.013952,
0.149731,0.149219,
0.014625,0.014049,
0.01344,0.01312,
0.138786,0.138242,
0.017345,0.016929,
0.013984,0.013696,
0.151234,0.150594,
0.014433,0.014017,
0.013984,0.013696,
0.128578,0.12797,
0.013985,0.013665,
0.01408,0.013792,
0.155779,0.155043,
0.020225,0.018849,
0.015072,0.014752,
0.140546,0.139906,
0.014593,0.014241,
0.015488,0.015104,
0.140322,0.139682,
0.016321,0.016001,
2.13831,2.13498,
2.69941,2.69564,
0.039329,0.035937,
0.149283,0.148035,
0.015329,0.014817,
0.014944,0.014112,
0.127554,0.12685,
0.014721,0.014337,
2.67704,2.67435,
0.034945,0.031745,
0.142691,0.141635,
0.015808,0.015424,
0.014752,0.014464,
0.150242,0.149186,
0.018721,0.018081,
0.014464,0.01408,
0.12829,0.127138,
0.015329,0.015009,
0.014944,0.01456,
0.150403,0.149827,
0.014272,0.013952,
0.01392,0.0136,
0.134723,0.134051,
0.026337,0.024449,
0.014976,0.014656,
0.132098,0.131458,
0.015329,0.014785,
0.014496,0.014144,
0.159043,0.158531,
0.014144,0.013728,
0.014016,0.013728,
0.135714,0.135042,
0.015104,0.014592,
0.0152,0.014912,
0.131458,0.130882,
0.017089,0.016257,
0.0144,0.014048,
0.165411,0.164867,
0.019136,0.017984,
2.11028,2.10634,
2.65611,2.65128,
0.038273,0.034785,
0.168931,0.167523,
0.016288,0.015904,
0.014816,0.014528,
0.138722,0.13789,
0.015649,0.015201,
0.017376,0.017088,
0.19866,0.197572,
0.018784,0.018304,
0.015233,0.014785,
0.147811,0.147235,
0.016289,0.015841,
2.69935,2.69388,
2.69499,2.68834,
0.036449,0.033344,
0.255653,0.254373,
0.019424,0.0184,
0.017217,0.016929,
0.153154,0.15245,
0.015456,0.015104,
0.015808,0.015456,
0.238084,0.236772,
0.017952,0.01744,
0.018625,0.017889,
0.21466,0.213732,
0.01776,0.01728,
0.024448,0.022784,
0.182947,0.177987,
0.017088,0.016192,
0.01728,0.016928,
0.19482,0.193668,
0.016352,0.01584,
2.72351,2.71957,
0.035745,0.032961,
0.181475,0.180035,
0.017121,0.016385,
0.014624,0.014336,
0.180003,0.179395,
0.016609,0.016161,
0.014592,0.014304,
0.150339,0.149411,
0.016,0.01568,
2.1979,2.19515,
0.03696,0.033568,
0.169091,0.168035,
0.017633,0.017185,
0.015488,0.015136,
0.155203,0.154467,
0.015744,0.015392,
0.015745,0.015489,
0.137507,0.136707,
0.015744,0.015392,
0.015329,0.015009,
0.168228,0.167684,
0.016192,0.015872,
0.01488,0.01456,
0.142787,0.142179,
0.026529,0.024961,
0.017088,0.016736,
0.155395,0.154659,
0.016352,0.015936,
0.016737,0.016449,
0.141507,0.140899,
0.015904,0.015584,
2.74268,2.73896,
0.035073,0.032193,
0.191972,0.190404,
0.020545,0.020065,
0.018176,0.017792,
0.142339,0.141571,
0.017184,0.0168,
0.015936,0.015584,
0.205443,0.204259,
0.017376,0.016736,
0.01696,0.016576,
0.150979,0.150211,
0.019329,0.019009,
0.015872,0.01552,
0.140674,0.140066,
0.023649,0.022561,
0.016192,0.015808,
0.150083,0.149123,
0.016256,0.015872,
2.70091,2.69589,
0.031456,0.029216,
0.165059,0.164419,
0.018784,0.01824,
0.018944,0.018624,
0.144514,0.143906,
0.024225,0.022497,
0.018656,0.018368,
0.145891,0.145091,
0.016288,0.015872,
0.015553,0.015265,
0.17178,0.171268,
0.016288,0.015808,
0.015712,0.015392,
0.165763,0.163587,
0.016545,0.016097,
0.015904,0.015616,
0.155459,0.154787,
0.016512,0.016192,
2.18257,2.1793,
0.033568,0.03056,
0.168579,0.167651,
0.017473,0.016577,
0.016608,0.01632,
0.139555,0.138947,
0.01792,0.017504,
0.017345,0.017088,
0.175524,0.174692,
0.017152,0.016768,
0.017185,0.016833,
0.153315,0.152451,
0.017185,0.016865,
2.75791,2.75336,
2.73314,2.72767,
2.74904,2.74191,
0.040033,0.036225,
0.267109,0.265509,
0.021248,0.020704,
2.72562,2.72162,
2.74831,2.74303,
0.035744,0.033696,
0.175235,0.173923,
0.01888,0.0184,
0.017984,0.017632,
0.154467,0.153827,
0.018721,0.017985,
0.016832,0.016192,
0.187747,0.186659,
0.016928,0.016576,
0.017152,0.016832,
0.167683,0.167011,
0.030209,0.027329,
0.018592,0.018176,
0.175075,0.174147,
0.017665,0.017089,
2.16414,2.16078,
0.0376,0.034976,
0.184452,0.183396,
0.01856,0.018016,
0.017697,0.017345,
0.197443,0.196771,
0.018048,0.0176,
0.018272,0.017632,
0.165731,0.164995,
0.019297,0.018849,
0.018336,0.017952,
0.157379,0.156803,
0.02352,0.022656,
0.019073,0.018689,
0.216421,0.215301,
0.021248,0.02064,
0.020193,0.019841,
0.170468,0.169572,
0.019136,0.018752,
0.018529,0.018209,
0.247941,0.246853,
0.020032,0.01968,
0.018465,0.018113,
0.171396,0.170596,
0.024704,0.023584,
2.73672,2.73349,
2.71013,2.70517,
1.7743,1.77015,
0.036481,0.033729,
0.202243,0.201347,
0.020224,0.019712,
2.27179,2.26859,
2.78511,2.78104,
0.042113,0.038624,
0.2001,0.198916,
0.021121,0.020608,
0.020416,0.020096,
0.164323,0.163459,
0.019425,0.019009,
2.81148,2.80729,
0.040961,0.037344,
0.223781,0.222245,
0.023776,0.023296,
0.019456,0.0192,
0.175843,0.175203,
0.020161,0.019713,
0.018624,0.018336,
0.248324,0.247236,
0.021057,0.020417,
0.018016,0.017728,
0.18282,0.182052,
0.025536,0.024032,
0.018849,0.018529,
0.185028,0.183588,
0.019873,0.019489,
0.019232,0.018656,
0.245252,0.244068,
0.020768,0.020192,
0.020065,0.019681,
0.184836,0.184036,
0.02544,0.024384,
0.019681,0.019361,
0.248677,0.247909,
0.025345,0.024129,
0.018944,0.018624,
0.250757,0.249413,
0.021376,0.020896,
0.021857,0.021537,
0.195491,0.194307,
0.022368,0.021728,
2.76402,2.76018,
1.77287,1.76883,
1.79767,1.79357,
1.76819,1.7633,
0.036961,0.034657,
0.217316,0.215876,
0.021057,0.020449,
2.1937,2.19022,
0.041089,0.038145,
0.221572,0.220452,
0.022656,0.022272,
0.019905,0.019617,
0.18378,0.183044,
0.019904,0.019584,
0.01888,0.01856,
0.222276,0.221476,
0.020289,0.020001,
0.018976,0.018336,
0.1969,0.196292,
0.027808,0.026592,
0.0192,0.01888,
0.296709,0.295429,
0.021184,0.020352,
0.018848,0.018464,
0.308422,0.307078,
0.023777,0.023233,
0.019488,0.019136,
0.212356,0.21034,
0.020769,0.020321,
0.027264,0.025664,
0.226724,0.225924,
0.020001,0.019521,
0.018528,0.018208,
0.204164,0.203268,
0.018657,0.018209,
0.018496,0.018176,
0.198468,0.197892,
0.018432,0.01808,
2.82665,2.82328,
0.035681,0.033185,
0.236868,0.2361,
0.023137,0.022209,
0.021504,0.021216,
0.208228,0.207588,
0.020512,0.02016,
0.01904,0.018592,
0.208132,0.207428,
0.026016,0.024864,
0.019521,0.019233,
0.243237,0.242373,
0.021504,0.021088,
0.21194,0.211172,
0.019457,0.019041,
0.018912,0.018592,
0.018625,0.018337,
0.245412,0.24378,
0.0256,0.024,
2.21339,2.21054,
2.82316,2.81772,
0.041889,0.038497,
0.330246,0.328934,
0.020288,0.01984,
0.019264,0.018912,
0.315846,0.314694,
0.021024,0.020544,
0.020352,0.019776,
0.225764,0.224932,
0.027745,0.026209,
2.89013,2.88585,
0.035937,0.033921,
0.255557,0.254757,
0.023105,0.022497,
0.021728,0.021312,
0.231044,0.229988,
0.022496,0.02208,
0.020705,0.020385,
0.22602,0.225316,
0.030688,0.02896,
0.020193,0.019841,
0.269573,0.268805,
0.021824,0.021152,
0.021185,0.020545,
0.234468,0.2337,
0.020353,0.019969,
0.021248,0.020896,
0.247493,0.246725,
2.2738,2.27006,
2.84901,2.84383,
0.041696,0.038624,
2.84479,2.84149,
0.040577,0.037761,
0.426984,0.4258,
0.026432,0.025824,
0.024961,0.024416,
0.020864,0.020608,
0.02,0.019616,
0.022561,0.022177,
0.33447,0.333638,
0.256421,0.255461,
0.030881,0.029377,
0.338246,0.336742,
0.023873,0.023393,
0.254021,0.253189,
0.020896,0.02048,
2.87292,2.86888,
0.041729,0.038017,
0.025536,0.024928,
0.43988,0.438056,
0.023521,0.022881,
0.02304,0.02272,
0.343686,0.342534,
0.022785,0.022337,
2.82456,2.82153,
0.039649,0.037601,
0.30551,0.304006,
0.025248,0.024672,
0.025376,0.025056,
0.020385,0.020033,
0.020192,0.019904,
0.263045,0.261541,
0.259557,0.258821,
0.028801,0.027137,
0.024928,0.024608,
0.021825,0.021537,
0.021696,0.021408,
0.021536,0.021184,
0.021856,0.021504,
0.020768,0.020416,
0.31255,0.31127,
0.266533,0.265285,
0.268901,0.268005,
0.037825,0.035201,
0.279397,0.278117,
0.027489,0.026977,
2.27451,2.27217,
2.85925,2.85442,
0.046081,0.042401,
0.469417,0.467401,
0.030657,0.030209,
0.022624,0.022272,
0.023361,0.023073,
2.87922,2.87577,
0.044641,0.041153,
0.028193,0.027585,
0.023073,0.022721,
0.02704,0.026656,
0.511114,0.509546,
0.373063,0.371399,
0.026528,0.026016,
0.378503,0.377415,
0.034689,0.033537,
0.325574,0.324486,
0.027425,0.027041,
0.290598,0.289414,
0.026048,0.0256,
0.024033,0.023745,
0.405288,0.404424,
0.028673,0.027393,
0.023328,0.022976,
0.458409,0.456393,
0.031745,0.030849,
0.024064,0.023488,
0.289445,0.288613,
0.024705,0.024257,
0.02576,0.025472,
0.023201,0.022881,
0.353607,0.351431,
0.027425,0.026913,
0.023456,0.023008,
0.023297,0.022689,
0.02368,0.02336,
0.42036,0.419208,
0.431432,0.430248,
0.029249,0.028033,
2.92054,2.91737,
1.96932,1.9642,
1.91082,1.90746,
0.043649,0.040705,
0.341958,0.340966,
0.025568,0.025056,
0.024833,0.024481,
0.022816,0.022496,
0.025025,0.024705,
0.022624,0.02224,
0.023777,0.023457,
0.318502,0.31735,
0.325702,0.324198,
0.340359,0.339015,
0.030593,0.030113,
0.300422,0.299621,
0.033824,0.032064,
0.029216,0.02864,
0.381991,0.379143,
0.03424,0.0336,
2.30936,2.3068,
0.047905,0.043681,
2.8342,2.83138,
1.92231,1.91856,
0.046049,0.043104,
0.373895,0.372903,
0.348902,0.346982,
0.029696,0.029088,
0.025249,0.024929,
2.34465,2.34152,
2.79218,2.78712,
0.050049,0.046369,
0.515082,0.513994,
0.032001,0.031361,
0.026464,0.026144,
0.375879,0.374567,
0.026945,0.026433,
0.036161,0.034689,
0.35079,0.349862,
0.026688,0.02624,
0.032641,0.031809,
0.027265,0.026977,
0.035232,0.034848,
0.031232,0.030944,
0.425736,0.424392,
0.388103,0.385447,
0.032288,0.03184,
0.031329,0.030945,
0.476809,0.475849,
0.040512,0.038816,
0.488169,0.486825,
2.87397,2.87122,
0.048065,0.045441,
2.3626,2.35857,
0.050017,0.046689,
2.84229,2.83778,
2.84242,2.83519,
2.77343,2.76696,
0.047137,0.0448,
0.411528,0.408872,
0.036321,0.035489,
0.351014,0.349702,
0.039328,0.037792,
0.034144,0.033696,
0.378759,0.377447,
0.031488,0.03088,
0.02976,0.029376,
0.370727,0.369735,
0.038593,0.037121,
2.41675,2.41342,
0.052929,0.04928,
2.85823,2.85154,
0.054049,0.051041,
2.84143,2.83708,
0.42532,0.420744,
2.34897,2.34536,
0.053409,0.049633,
0.54193,0.54033,
0.518761,0.516905,
0.045537,0.043617,
0.027585,0.027233,
0.028032,0.027648,
0.028608,0.028224,
0.032353,0.032065,
0.028385,0.028001,
2.91132,2.90722,
0.601675,0.598379,
0.405639,0.403655,
0.062849,0.061697,
0.040769,0.039361,
0.432488,0.43156,
0.03472,0.034304,
0.030049,0.029633,
0.031937,0.031617,
0.028321,0.028001,
0.03216,0.031712,
0.406119,0.405127,
0.432648,0.43076,
0.037121,0.036513,
0.414631,0.413447,
0.038753,0.037217,
2.88722,2.88076,
0.052545,0.049409,
0.576747,0.574827,
0.033217,0.032609,
0.029409,0.029057,
0.027104,0.02672,
0.029441,0.028801,
0.027137,0.026753,
0.483305,0.482025,
0.371431,0.369575,
0.037408,0.036896,
0.032705,0.032257,
0.476297,0.474793,
0.036481,0.035297,
2.89567,2.8926,
2.07226,2.06759,
2.06398,2.05966,
1.97949,1.97485,
0.077473,0.074849,
0.407911,0.406599,
0.0336,0.033088,
0.375111,0.373767,
0.037984,0.036608,
0.031584,0.031008,
0.029409,0.029089,
0.387911,0.386727,
0.354247,0.352775,
0.041185,0.040001,
0.035041,0.034433,
2.46177,2.45873,
2.89538,2.88956,
0.055681,0.052097,
0.441864,0.440072,
0.035744,0.035072,
2.04183,2.03924,
0.049217,0.046753,
